ID	可用版本	可用平台	升级后的ID（大于10000的数）	卡牌名称备注	卡牌简述备注	卡牌描述备注	卡牌名称	卡牌简述	卡牌描述	卡牌图集名称	卡牌图片名称	卡牌类型	卡牌作用对象类型	卡牌最大作用对象数量	卡牌所用子弹	使用条件	特性	获取事件	移除事件	抽到事件	使用效果	丢弃事件事件	消耗事件	回合结束自动弃牌事件	加入手牌事件	离开手牌事件	卡牌所携带的buff信息	融合标签	复制时的特殊值	卡牌解锁信息
ModCardID(11008)	1	1	0	Payback		Melee. Deal 7 Dark Damage. If you have lost HP this turn, deal 14 Dark Damage instead.	ModCardNameAttackMelee8		ModCardInfoAttackMelee8Up	cards	cardDark	1	1	211	0	null	[]	null	null	null	GHT{"name":"GreaterThan","values":["<DR_Fight_GetValue:TookDamageTurn>","0"]}|[1002,0,1,211,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(14)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null,null,Melee/Melee_Kick]|[1002,0,1,211,[(0+<DR_Fight_GetValue:DarkFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(7)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(8)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(8)>/2))*(1+(<DR_Fight_GetValue:DarkMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null,null,Melee/Melee_Kick]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(138),1,1,0,null,null]	GHT{"name":"null","values":[]}|[1056,0,1,1,ModHighActionID(138),null&1057,0,1,0,TookDamageTurn![0-<DR_Fight_GetValue:TookDamageTurn>],null]	null	[1]	null	LockedDesCollection_Hero
ModCardID(1009)	1	1	ModCardID(11009)	Rage		Melee. Deal 4 Normal Damage. Deals +2 Damage per instance of lost HP this battle while this card is in hand. Stay.	ModCardNameAttackMelee9		ModCardInfoAttackMelee9	cards	cardNormal	1	1	211	0	null	["CK_CannotAutoDrop"]	null	null	null	GHT{"name":"null","values":[]}|[1002,0,1,211,[((0+<DR_Fight_GetValue:NormalFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(17)>))+(4+(<DR_Fight_GetValue:TookDamageBattle>*2))/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<DR_Fight_GetValue:NormalMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(17)>)],null,null,Melee/Melee_Kick]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(139),1,1,0,null,null]	GHT{"name":"null","values":[]}|[1056,0,1,1,ModHighActionID(139),null]	null	[1]	null	LockedDesCollection_Hero
ModCardID(11009)	1	1	0	Rage		Melee. Deal 6 Normal Damage. Deals +3 Damage per instance of lost HP this battle while this card is in hand. Stay.	ModCardNameAttackMelee9		ModCardInfoAttackMelee9Up	cards	cardNormal	1	1	211	0	null	["CK_CannotAutoDrop"]	null	null	null	GHT{"name":"null","values":[]}|[1002,0,1,211,[((0+<DR_Fight_GetValue:NormalFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(17)>))+(6+(<DR_Fight_GetValue:TookDamageBattle>*3))/((<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(10)>/2))*(1+(<DR_Fight_GetValue:NormalMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(17)>)],null,null,Melee/Melee_Kick]	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(139),1,1,0,null,null]	GHT{"name":"null","values":[]}|[1056,0,1,1,ModHighActionID(139),null]	null	[1]	null	LockedDesCollection_Hero
ModCardID(1010)	1	1	ModCardID(11010)	Shadow Sneak		Melee. Unplayable. When using a Melee Card, deal 2 extra Ghost Damage to the target.	ModCardNameAttackMelee10		ModCardInfoAttackMelee10	cards	cardGhost	1	9	0	0	null	[]	null	null	null	null	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(140),2,1,0,null,null]	GHT{"name":"null","values":[]}|[1056,0,1,0,ModHighActionID(140),null]	null	[1]	null	LockedDesCollection_Hero
ModCardID(11010)	1	1	0	Shadow Sneak		Melee. Unplayable. When using a Melee Card, deal 3 extra Ghost Damage to the target.	ModCardNameAttackMelee10		ModCardInfoAttackMelee10Up	cards	cardGhost	1	9	0	0	null	[]	null	null	null	null	null	null	null	GHT{"name":"null","values":[]}|[ModHighActionID(140),3,1,0,null,null]	GHT{"name":"null","values":[]}|[1056,0,1,0,ModHighActionID(140),null]	null	[1]	null	LockedDesCollection_Hero
ModCardID(1800)	1	1	ModCardID(11800)	Poison Fang		Melee. Deal 5 Poison Damage. Has a 30% chance to apply Toxic Poison x2	ModCardNameZubat1		ModCardInfoZubat1	cards	cardPoison	1	1	211	0	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(18)>*30)]","1","100"]}|[1002,0,1,221,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(5)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null&ModHighActionID(40),0,1,321,ModHighActionID(29)!2,null]|[1002,0,1,221,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(5)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(11800)	1	1	0	Poison Fang		Melee. Deal 7 Poison Damage. Has a 30% chance to apply Toxic Poison x3	ModCardNameZubat1		ModCardInfoZubat1Up	cards	cardPoison	1	1	211	0	null	[]	null	null	null	GHT{"name":"Probability","values":["[70+(<C_OneActionDuration:1:ModHighActionID(18)>*30)]","1","100"]}|[1002,0,1,221,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null&ModHighActionID(40),0,1,321,ModHighActionID(29)!3,null]|[1002,0,1,221,[((0+<DR_Fight_GetValue:PoisonFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(18)>))+(7)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)/((<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(17)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(13)>/2))*(1+(<DR_Fight_GetValue:PoisonMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(18)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(1801)	1	1	ModCardID(11801)	Leech Life		Melee. Deal 8 Bug Damage. 25% Lifesteal	ModCardNameZubat2		ModCardInfoZubat2	cards	cardBug	1	1	211	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1002,0,1,211,[(0+<DR_Fight_GetValue:BugFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(8)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(16)>/2))*(1+(<DR_Fight_GetValue:BugMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(11801)	1	1	0	Leech Life		Melee. Deal 12 Bug Damage. 25% Lifesteal	ModCardNameZubat2		ModCardInfoZubat2Up	cards	cardBug	1	1	211	0	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1002,0,1,211,[(0+<DR_Fight_GetValue:BugFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(12)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(8)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(9)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(16)>/2))*(1+(<DR_Fight_GetValue:BugMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2001)	1	1	ModCardID(12001)	Ember		Ranged. Deal 5 Fire Damage. Has a 20% chance to apply Burn x2	ModCardNameAttackRanged1		ModCardnfoAttackRanged1	cards	cardFire	2	2	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["80","1","100"]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:FireFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(5)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(1)>/2))*(1+(<DR_Fight_GetValue:FireMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&ModHighActionID(37),0,1,321,ModHighActionID(23)!2,null]|[1001,0,1,221,[(0+<DR_Fight_GetValue:FireFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(5)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(1)>/2))*(1+(<DR_Fight_GetValue:FireMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12001)	1	1	0	Ember		Ranged. Deal 8 Fire Damage. Has a 20% chance to apply Burn x2	ModCardNameAttackRanged1		ModCardnfoAttackRanged1Up	cards	cardFire	2	2	221	1	null	[]	null	null	null	GHT{"name":"Probability","values":["80","1","100"]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:FireFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(8)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(1)>/2))*(1+(<DR_Fight_GetValue:FireMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null&ModHighActionID(37),0,1,321,ModHighActionID(23)!2,null]|[1001,0,1,221,[(0+<DR_Fight_GetValue:FireFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(8)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(6)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(1)>/2))*(1+(<DR_Fight_GetValue:FireMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2002)	1	1	ModCardID(12002)	Water Gun		Ranged. Deal 7 Water Damage.	ModCardNameAttackRanged2		ModCardnfoAttackRanged2	cards	cardWater	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:WaterFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(7)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<DR_Fight_GetValue:WaterMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12002)	1	1	0	Water Gun		Ranged. Deal 10 Water Damage.	ModCardNameAttackRanged2		ModCardnfoAttackRanged2Up	cards	cardWater	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:WaterFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(10)*((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(15)>+<C_OneActionDuration:1:ModHighActionID(14)>)^2)/((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(7)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(2)>/2))*(1+(<DR_Fight_GetValue:WaterMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2003)	1	1	ModCardID(12003)	Absorb		Ranged. Deal 4 Grass Damage. 50% Lifesteal.	ModCardNameAttackRanged3		ModCardnfoAttackRanged3	cards	cardGrass	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1001,0,1,221,[(0+<DR_Fight_GetValue:GrassFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(4)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(3)>/2))*(1+(<DR_Fight_GetValue:GrassMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12003)	1	1	0	Absorb		Ranged. Deal 6 Grass Damage. 50% Lifesteal.	ModCardNameAttackRanged3		ModCardnfoAttackRanged3Up	cards	cardGrass	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1012,1,1,0,[<A_TriggerActionWorkValue:0>*0.25],null&1001,0,1,221,[(0+<DR_Fight_GetValue:GrassFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(6)*((<C_OneActionDuration:1:ModHighActionID(2)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)/((<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(13)>+<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(7)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(3)>/2))*(1+(<DR_Fight_GetValue:GrassMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2004)	1	1	ModCardID(12004)	Rock Throw		Ranged. Deal 6 Rock Damage.	ModCardNameAttackRanged4		ModCardnfoAttackRanged4	cards	cardRock	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:RockFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(6)*((<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(6)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(15)>/2))*(1+(<DR_Fight_GetValue:RockMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12004)	1	1	0	Rock Throw		Ranged. Deal 9 Rock Damage.	ModCardNameAttackRanged4		ModCardnfoAttackRanged4Up	cards	cardRock	2	2	221	1	null	[]	null	null	null	GHT{"name":"null","values":[]}|[1001,0,1,221,[(0+<DR_Fight_GetValue:RockFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(9)*((<C_OneActionDuration:1:ModHighActionID(12)>+<C_OneActionDuration:1:ModHighActionID(16)>+<C_OneActionDuration:1:ModHighActionID(1)>+<C_OneActionDuration:1:ModHighActionID(6)>)^2)/((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(14)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(15)>/2))*(1+(<DR_Fight_GetValue:RockMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(2005)	1	1	ModCardID(12005)	Stored Power		Ranged. Deal 3 Psychic Damage. If you have a positive status, deal +1 Damage per stack of it.	ModCardNameAttackRanged5		ModCardnfoAttackRanged5	cards	cardPsychic	2	2	221	1	null	[]	null	null	null	GHT{"name":"EqualsThan","values":["[(<C_CurrentBuffID:1>-3001)*(<C_CurrentBuffID:1>-3004)*(<C_CurrentBuffID:1>-3005)]","0"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(3)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(3+<C_OneActionDuration:0:3001>+<C_OneActionDuration:0:3004>+<C_OneActionDuration:0:3005>)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
ModCardID(12005)	1	1	0	Stored Power		Ranged. Deal 6 Psychic Damage. If you have a positive status, deal +1 Damage per stack of it.	ModCardNameAttackRanged5		ModCardnfoAttackRanged5Up	cards	cardPsychic	2	2	221	1	null	[]	null	null	null	GHT{"name":"EqualsThan","values":["[(<C_CurrentBuffID:1>-3001)*(<C_CurrentBuffID:1>-3004)*(<C_CurrentBuffID:1>-3005)]","0"]}|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(6)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null]|[1001,0,1,221,[((0+<DR_Fight_GetValue:PsychicFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(8)>))+(6+<C_OneActionDuration:0:3001>+<C_OneActionDuration:0:3004>+<C_OneActionDuration:0:3005>)*((<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(13)>)^2)/((<C_OneActionDuration:1:ModHighActionID(5)>+<C_OneActionDuration:1:ModHighActionID(18)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(5)>/2))*(1+(<DR_Fight_GetValue:PsychicMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(8)>)],null]	null	null	null	null	null	null	[1]	null	LockedDesCollection_Hero
