ID	可用版本	效果名称	描述	图标名称	触发条件（默认触发1）	所触发的基础效果1(values可覆盖)	所触发的基础效果2(values可覆盖)	BaseActionValues1(无用)	BaseActionValues2(无用)	Keywords	作用时机	削弱时机	ActionTarget	BuffTarget	触发次数(可覆盖)	Buff持续时间(可覆盖)	上BUFF特效	预热特效	预热目标位子	TargetVfx	VfxType	行为开始的延迟	行为间隔的延迟	特效到效果的延迟	触发次数(不可设置)	Buff持续时间(不可设置)	currentWordActionValue(不可设置))	SourceCard(不可设置))
ModHighActionID(65)	1	AnimSpawnZubat	AnimSpawnZubat	buff_02	{"name":"null","values":[]}	[{"name":"TW_WaitTime","values":["280"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(501)]"]},{"name":"TW_WaitTime","values":["180"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(502)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(503)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(504)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(505)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(506)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(507)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(508)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(509)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(510)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(511)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(512)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(513)]"]},{"name":"TW_WaitTime","values":["60"]},{"name":"TE_UpdateCharacter","values":["[ModCharacterID(1)]"]}]	null	null	null	["AK_Buff"]	SelfTurnStart	SelfTurnStart	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(66)	1	StartAsTrainer	StartAsTrainer	buff_02	{"name":"null","values":[]}	[{"name":"TE_UpdateCharacter","values":["[ModCharacterID(500)]"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(67)	1	FlyDamageWhenDodge	FlyDamageWhenDodge	buff_02	{"name":"CalMiss","values":[""]}	[{"name":"TB_Damage_Melee","values":["[(0+<DR_Fight_GetValue:FlyingFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)+(<C_OneActionDuration:500:ModHighActionID(67)>)*((<C_OneActionDuration:1:ModHighActionID(3)>+<C_OneActionDuration:1:ModHighActionID(11)>+<C_OneActionDuration:1:ModHighActionID(16)>)^2)/((<C_OneActionDuration:1:ModHighActionID(18)>+<C_OneActionDuration:1:ModHighActionID(4)>+<C_OneActionDuration:1:ModHighActionID(15)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(12)>/2))*(1+(<DR_Fight_GetValue:FlyingMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))]"]}]	null	null	null	["AK_Buff","AK_ConsumeAllDuration","AK_CrackShot"]	BeAttackFinish	SelfTurnStart	0	0	1	1	null	null	null	Melee/Melee_Kick	0	0.1	0	0	0	0	0	null
ModHighActionID(68)	1	GainPenetrationWhenDodge	GainPenetrationWhenDodge	buff_02	{"name":"GreaterThan","values":["<C_OneActionDuration:0:3001>","0"]}	[{"name":"TA_AddKeyword","values":["AK_TrueDamage"]}]	null	null	null	["AK_Buff"]	Attack	None	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(69)	1	GiveUniversalEffects	GiveUniversalEffects	buff_02	{"name":"null","values":[]}	[{"name":"TA_AddCondition","values":["ModHighActionID(24)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(26)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(32)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(34)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(70)","1"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(70)	1	CheckWhenUseFirstCard	CheckWhenUseFirstCard	buff_02	{"name":"GreaterThan","values":["<C_OneActionDuration:0:ModHighActionID(71)>","0"]}	null	[{"name":"TA_AddCondition","values":["ModHighActionID(71)","1"]}]	null	null	["AK_Buff"]	UseCard	None	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(71)	1	UnableToProtect	UnableToProtect	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff","AK_ConsumeAllDuration"]	SelfTurnEnd	SelfTurnEnd	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(72)	1	5%DmgReductionPerStackHeroOnly	EffectDesc_DamageReduction	buff_02	{"name":"null","values":[]}	[{"name":"TA_ChangeWorkValue","values":["[<A_TriggerActionWorkValue:0>*(20-<C_OneActionDuration:500:ModHighActionID(72)>)/20]"]}]	null	null	null	["AK_Buff","AK_BottomBuff","AK_ConsumeAllDuration"]	WillBeAttacked	SelfTurnStart	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(73)	1	EffectAquaRing	EffectDesc_AquaRing	statusAquaRing	{"name":"null","values":[]}	[{"name":"TB_AddHealth","values":["[(<C_HealthMax:0>*0.0625*(1+<C_OneActionDuration:0:ModHighActionID(2)>+<C_OneActionDuration:0:ModHighActionID(3)>))]"]}]	null	null	null	["AK_Buff","AK_BottomBuff"]	SelfTurnStart	SelfTurnEnd	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(74)	1	EffectLockOn	EffectDesc_LockOn	statusLockedOn	{"name":"null","values":[]}	[{"name":"TA_AddKeyword","values":["AK_CrackShot"]},{"name":"DR_Fight_UpdateData","values":["GenericFlatDamageBoost","<DR_Fight_GetValue:GenericFlatDamageBoost>-4"]}]	null	null	null	["AK_Buff","AK_BottomBuff"]	Attack	AttackAfter	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(75)	1	SlowedDamageLower	SlowedDamageLower	buff_02	{"name":"null","values":[]}	[{"name":"TB_AttackTemporary","values":["[0-<C_OneActionDuration:0:ModHighActionID(75)>]"]}]	null	null	null	["AK_Buff"]	Duration	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(76)	1	EnemyGenericPercentDamageBoost	EnemyGenericPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGeneric	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(77)	1	EnemyGenericFlatDamageBoost	EnemyGenericFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGeneric	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(78)	1	EnemyFirePercentDamageBoost	EnemyFirePercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFire	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(79)	1	EnemyFireFlatDamageBoost	EnemyFireFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFire	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(80)	1	EnemyWaterPercentDamageBoost	EnemyWaterPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostWater	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(81)	1	EnemyWaterFlatDamageBoost	EnemyWaterFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostWater	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(82)	1	EnemyGrassPercentDamageBoost	EnemyGrassPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGrass	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(83)	1	EnemyGrassFlatDamageBoost	EnemyGrassFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGrass	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(84)	1	EnemyElectricPercentDamageBoost	EnemyElectricPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostElectric	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(85)	1	EnemyElectricFlatDamageBoost	EnemyElectricFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostElectric	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(86)	1	EnemyPsychicPercentDamageBoost	EnemyPsychicPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostPsychic	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(87)	1	EnemyPsychicFlatDamageBoost	EnemyPsychicFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostPsychic	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(88)	1	EnemyIcePercentDamageBoost	EnemyIcePercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostIce	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(89)	1	EnemyIceFlatDamageBoost	EnemyIceFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostIce	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(90)	1	EnemyDragonPercentDamageBoost	EnemyDragonPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostDragon	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(91)	1	EnemyDragonFlatDamageBoost	EnemyDragonFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostDragon	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(92)	1	EnemyDarkPercentDamageBoost	EnemyDarkPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostDark	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(93)	1	EnemyDarkFlatDamageBoost	EnemyDarkFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostDark	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(94)	1	EnemyFairyPercentDamageBoost	EnemyFairyPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFairy	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(95)	1	EnemyFairyFlatDamageBoost	EnemyFairyFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFairy	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(96)	1	EnemyNormalPercentDamageBoost	EnemyNormalPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostNormal	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(97)	1	EnemyNormalFlatDamageBoost	EnemyNormalFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostNormal	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(98)	1	EnemyFightingPercentDamageBoost	EnemyFightingPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFighting	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(99)	1	EnemyFightingFlatDamageBoost	EnemyFightingFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFighting	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(100)	1	EnemyFlyingPercentDamageBoost	EnemyFlyingPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFlying	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(101)	1	EnemyFlyingFlatDamageBoost	EnemyFlyingFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostFlying	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(102)	1	EnemyPoisonPercentDamageBoost	EnemyPoisonPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostPoison	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(103)	1	EnemyPoisonFlatDamageBoost	EnemyPoisonFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostPoison	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(104)	1	EnemyGroundPercentDamageBoost	EnemyGroundPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGround	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(105)	1	EnemyGroundFlatDamageBoost	EnemyGroundFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGround	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(106)	1	EnemyRockPercentDamageBoost	EnemyRockPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostRock	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(107)	1	EnemyRockFlatDamageBoost	EnemyRockFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostRock	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(108)	1	EnemyBugPercentDamageBoost	EnemyBugPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostBug	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(109)	1	EnemyBugFlatDamageBoost	EnemyBugFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostBug	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(110)	1	EnemyGhostPercentDamageBoost	EnemyGhostPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGhost	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(111)	1	EnemyGhostFlatDamageBoost	EnemyGhostFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostGhost	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(112)	1	EnemySteelPercentDamageBoost	EnemySteelPercentDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostSteel	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(113)	1	EnemySteelFlatDamageBoost	EnemySteelFlatDamageBoost	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	RemoveBoostSteel	0	0	1	0	null	null	null	Skill/Skill_Power_UP	0	0	0	0	0	0	0	null
ModHighActionID(114)	1	RemoveAllDamageBoostsTriggerGeneric	RemoveAllDamageBoostsTriggerGeneric	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostGeneric"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(115)	1	RemoveAllDamageBoostsTriggerFire	RemoveAllDamageBoostsTriggerFire	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostFire"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(116)	1	RemoveAllDamageBoostsTriggerWater	RemoveAllDamageBoostsTriggerWater	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostWater"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(117)	1	RemoveAllDamageBoostsTriggerGrass	RemoveAllDamageBoostsTriggerGrass	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostGrass"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(118)	1	RemoveAllDamageBoostsTriggerElectric	RemoveAllDamageBoostsTriggerElectric	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostElectric"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(119)	1	RemoveAllDamageBoostsTriggerPsychic	RemoveAllDamageBoostsTriggerPsychic	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostPsychic"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(120)	1	RemoveAllDamageBoostsTriggerIce	RemoveAllDamageBoostsTriggerIce	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostIce"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(121)	1	RemoveAllDamageBoostsTriggerDragon	RemoveAllDamageBoostsTriggerDragon	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostDragon"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(122)	1	RemoveAllDamageBoostsTriggerDark	RemoveAllDamageBoostsTriggerDark	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostDark"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(123)	1	RemoveAllDamageBoostsTriggerFairy	RemoveAllDamageBoostsTriggerFairy	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostFairy"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(124)	1	RemoveAllDamageBoostsTriggerNormal	RemoveAllDamageBoostsTriggerNormal	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostNormal"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(125)	1	RemoveAllDamageBoostsTriggerFighting	RemoveAllDamageBoostsTriggerFighting	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostFighting"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(126)	1	RemoveAllDamageBoostsTriggerFlying	RemoveAllDamageBoostsTriggerFlying	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostFlying"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(127)	1	RemoveAllDamageBoostsTriggerPoison	RemoveAllDamageBoostsTriggerPoison	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostPoison"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(128)	1	RemoveAllDamageBoostsTriggerGround	RemoveAllDamageBoostsTriggerGround	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostGround"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(129)	1	RemoveAllDamageBoostsTriggerRock	RemoveAllDamageBoostsTriggerRock	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostRock"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(130)	1	RemoveAllDamageBoostsTriggerBug	RemoveAllDamageBoostsTriggerBug	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostBug"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(131)	1	RemoveAllDamageBoostsTriggerGhost	RemoveAllDamageBoostsTriggerGhost	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostGhost"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(132)	1	RemoveAllDamageBoostsTriggerSteel	RemoveAllDamageBoostsTriggerSteel	buff_02	{"name":"null","values":[]}	[{"name":"TB_TriggerListener","values":["0","RemoveBoostSteel"]}]	null	null	null	[]	None	None	0	0	1	1	Skill/Skill_Power_Down	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(133)	1	GiveSturdyPassives	GiveSturdyPassives	buff_02	{"name":"null","values":[]}	[{"name":"TA_AddCondition","values":["ModHighActionID(134)","1"]},{"name":"TA_AddCondition","values":["ModHighActionID(135)","1"]},{"name":"TA_AddCondition","values":["2227","1"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(134)	1	SturdyPassive1	EffectDesc_SturdyPassive	statusSturdy	{"name":"null","values":[]}	[{"name":"TB_AddArmor","values":["[<C_HealthCur:0>*0.2]"]}]	null	null	null	["AK_Buff","AK_BottomBuff"]	SelfTurnStart	None	0	0	1	0	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(135)	1	SturdyPassive2	SturdyPassive2	buff_02	{"name":"GreaterThan","values":["<A_TriggerActionWorkValue:0>","[<C_HealthMax:0>*0.2]"]}	[{"name":"TA_ChangeWorkValue","values":["[<C_HealthMax:0>*0.2]"]}]	null	null	null	["AK_Buff","AK_ConsumeAllDuration"]	WillBeAttacked	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(136)	1	RemoveBuffInstant	RemoveBuffInstant	buff_02	{"name":"null","values":[]}	[{"name":"TA_RemoveBuff","values":["1"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(137)	1	RobbedByThief	RobbedByThief	buff_02	{"name":"null","values":[]}	null	null	null	null	["AK_Buff"]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(138)	1	TrackIfTakeDamageThisTurn	TrackIfTakeDamageThisTurn	buff_02	{"name":"null","values":[]}	[{"name":"DR_Fight_UpdateData","values":["TookDamageTurn","[(1)]"]}]	null	null	null	["AK_Buff","AK_ConsumeAllDuration"]	LoseHealth	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(139)	1	TrackIfTakeDamageThisBattle	TrackIfTakeDamageThisBattle	buff_02	{"name":"null","values":[]}	[{"name":"DR_Fight_AddData","values":["TookDamageBattle","[(1)]"]}]	null	null	null	["AK_Buff","AK_ConsumeAllDuration"]	LoseHealth	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(140)	1	GhostDamageWhenMelee	GhostDamageWhenMelee	buff_02	{"name":"EqualsThan","values":["<Card_CardType>","1"]}	[{"name":"TA_AddAction","values":["1002","0","1","211","[((0+<DR_Fight_GetValue:GhostFlatDamageBoost>+<DR_Fight_GetValue:GenericFlatDamageBoost>)*(1-<C_OneActionDuration:1:ModHighActionID(10)>))+(<C_OneActionDuration:500:ModHighActionID(140)>)*((<C_OneActionDuration:1:ModHighActionID(17)>+<C_OneActionDuration:1:ModHighActionID(5)>)^2)/((<C_OneActionDuration:1:ModHighActionID(8)>)^2)*(1+(<C_OneActionDuration:0:ModHighActionID(17)>/2))*(1+(<DR_Fight_GetValue:GhostMultDamageBoost>/20)+(<DR_Fight_GetValue:GenericMultDamageBoost>/20))*(1-<C_OneActionDuration:1:ModHighActionID(10)>)]","null","null","Melee/Melee_Kick2","null"]}]	null	null	null	["AK_Buff"]	UseCard	None	0	0	1	0	null	null	null	Melee/Melee_Kick2	0.3	0.3	0.3	0	0	0	0	null
ModHighActionID(141)	1	MarkApplyWhenHit	MarkApplyWhenHit	buff_02	{"name":"null","values":[]}	[{"name":"TA_AddCondition","values":["3009","1"]}]	null	null	null	["AK_Buff"]	BeAttackedAfter	SelfTurnStart	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
ModHighActionID(142)	1	DoublePoisonIfPoison	DoublePoisonIfPoison	buff_02	{"name":"GreaterThan","values":["[<C_OneActionDuration:1:ModHighActionID(27)>]","0"]}	[{"name":"TA_AddCondition","values":["ModHighActionID(27)","<C_OneActionDuration:1:ModHighActionID(27)>"]}]	null	null	null	[]	None	None	0	0	1	1	null	null	null	null	0	0	0	0	0	0	0	null
